date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:10:58	1542/1542	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Apr%202025%2005:10:59%20GMT	https://softivuspro.com/oddsx/oddsx/assets/images/logo.png	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/assets/images/logo.png	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:10:59	751/751	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Apr%202025%2005:11:01%20GMT	https://softivuspro.com/oddsx/oddsx/assets/images/logo-text.png	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/assets/images/logo-text.png	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:11:01	119547/119547	---M-Z	200	added ('OK')	text/html	etag:%221d2fb-65f516a1-a49fe15f9a1d395a;gz%22	https://softivuspro.com/oddsx/oddsx/efighting.html	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/efighting.html	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:11:01	489/489	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Apr%202025%2005:11:03%20GMT	https://softivuspro.com/oddsx/oddsx/assets/images/icon/soccer-icon.png	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/assets/images/icon/soccer-icon.png	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:11:03	399415/399415	---M-Z	200	added ('OK')	text/html	etag:%2261837-65f5169e-698a28f521ac5c56;gz%22	https://softivuspro.com/oddsx/oddsx/tennis.html	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/tennis.html	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:11:04	384313/384313	---M-Z	200	added ('OK')	text/html	etag:%225dd39-65f5169c-3ce88913a85cb514;gz%22	https://softivuspro.com/oddsx/oddsx/basketball.html	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/basketball.html	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:11:05	537/537	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Apr%202025%2005:11:06%20GMT	https://softivuspro.com/oddsx/oddsx/assets/images/icon/basketball.png	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/assets/images/icon/basketball.png	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:11:06	277138/277138	---M-Z	200	added ('OK')	text/html	etag:%2243a92-65f516a0-dacfafdea4b7d00a;gz%22	https://softivuspro.com/oddsx/oddsx/cricket.html	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/cricket.html	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:11:07	292/292	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Apr%202025%2005:11:08%20GMT	https://softivuspro.com/oddsx/oddsx/assets/images/icon/cricket.png	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/assets/images/icon/cricket.png	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:11:08	371/371	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Apr%202025%2005:11:09%20GMT	https://softivuspro.com/oddsx/oddsx/assets/images/icon/ecricket.png	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/assets/images/icon/ecricket.png	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:11:09	239087/239087	---M-Z	200	added ('OK')	text/html	etag:%223a5ef-65f5169a-e42c733fdf0e33ba;gz%22	https://softivuspro.com/oddsx/oddsx/american-football.html	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/american-football.html	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:11:10	372/372	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Apr%202025%2005:11:11%20GMT	https://softivuspro.com/oddsx/oddsx/assets/images/icon/america-football.png	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/assets/images/icon/america-football.png	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:11:11	403978/403978	---M-Z	200	added ('OK')	text/html	etag:%2262a0a-65f5169e-934d030a6cd0f0fd;gz%22	https://softivuspro.com/oddsx/oddsx/ice-hockey.html	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/ice-hockey.html	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:11:12	328/328	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Apr%202025%2005:11:14%20GMT	https://softivuspro.com/oddsx/oddsx/assets/images/icon/ice-hockey.png	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/assets/images/icon/ice-hockey.png	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:11:13	240408/240408	---M-Z	200	added ('OK')	text/html	etag:%223ab18-65f516a0-dc92af57cc83ea91;gz%22	https://softivuspro.com/oddsx/oddsx/nba-2k.html	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/nba-2k.html	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:11:14	460/460	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Apr%202025%2005:11:16%20GMT	https://softivuspro.com/oddsx/oddsx/assets/images/icon/nba2k.png	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/assets/images/icon/nba2k.png	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:11:16	260698/260698	---M-Z	200	added ('OK')	text/html	etag:%223fa5a-65f5169d-b77dd37f80237e7a;gz%22	https://softivuspro.com/oddsx/oddsx/volleyball.html	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/volleyball.html	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:11:17	576/576	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Apr%202025%2005:11:18%20GMT	https://softivuspro.com/oddsx/oddsx/assets/images/icon/volleyball.png	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/assets/images/icon/volleyball.png	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:11:18	354187/354187	---M-Z	200	added ('OK')	text/html	etag:%225678b-65f5169d-2bd186368a5a85e4;gz%22	https://softivuspro.com/oddsx/oddsx/fifa-volta.html	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/fifa-volta.html	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:11:19	450/450	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Apr%202025%2005:11:20%20GMT	https://softivuspro.com/oddsx/oddsx/assets/images/icon/fifa-volta.png	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/assets/images/icon/fifa-volta.png	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:11:20	190442/190442	---M-Z	200	added ('OK')	text/html	etag:%222e7ea-65f5169c-fbe597ad4e956c57;gz%22	https://softivuspro.com/oddsx/oddsx/penalty-shootout.html	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/penalty-shootout.html	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:11:21	387/387	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Apr%202025%2005:11:22%20GMT	https://softivuspro.com/oddsx/oddsx/assets/images/icon/penalty-shootout.png	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/assets/images/icon/penalty-shootout.png	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:11:22	223895/223895	---M-Z	200	added ('OK')	text/html	etag:%2236a97-65f5169f-9fe98307f7fe2df6;gz%22	https://softivuspro.com/oddsx/oddsx/handball.html	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/handball.html	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:11:23	499/499	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Apr%202025%2005:11:24%20GMT	https://softivuspro.com/oddsx/oddsx/assets/images/icon/handball.png	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/assets/images/icon/handball.png	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:11:25	180467/180467	---M-Z	200	added ('OK')	text/html	etag:%222c0f3-65f516a1-82d1985263714bdf;gz%22	https://softivuspro.com/oddsx/oddsx/table-tennis.html	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/table-tennis.html	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:11:26	386/386	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Apr%202025%2005:11:27%20GMT	https://softivuspro.com/oddsx/oddsx/assets/images/icon/table-tennis.png	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/assets/images/icon/table-tennis.png	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:11:27	112673/112673	---M-Z	200	added ('OK')	text/html	etag:%221b821-65f5169f-845e9f9166b99692;gz%22	https://softivuspro.com/oddsx/oddsx/kabaddi.html	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/kabaddi.html	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:11:28	466/466	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Apr%202025%2005:11:29%20GMT	https://softivuspro.com/oddsx/oddsx/assets/images/icon/kabaddi.png	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/assets/images/icon/kabaddi.png	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:11:29	419/419	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Apr%202025%2005:11:30%20GMT	https://softivuspro.com/oddsx/oddsx/assets/images/icon/efighting.png	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/assets/images/icon/efighting.png	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:11:30	163046/163046	---M-Z	200	added ('OK')	text/html	etag:%2227ce6-65f5169e-5d7aa50b3f2d6ca9;gz%22	https://softivuspro.com/oddsx/oddsx/erocket-league.html	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/erocket-league.html	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:11:31	430/430	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Apr%202025%2005:11:32%20GMT	https://softivuspro.com/oddsx/oddsx/assets/images/icon/erocket-league.png	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/assets/images/icon/erocket-league.png	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:11:32	91904/91904	---M-Z	200	added ('OK')	text/html	etag:%2216700-65f5169a-66989922ad39c3bb;gz%22	https://softivuspro.com/oddsx/oddsx/aussie-rules.html	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/aussie-rules.html	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:11:33	436/436	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Apr%202025%2005:11:34%20GMT	https://softivuspro.com/oddsx/oddsx/assets/images/icon/aussie-rules.png	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/assets/images/icon/aussie-rules.png	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:11:35	191926/191926	---M-Z	200	added ('OK')	text/html	etag:%222edb6-65f5169f-e7a9532d787e64b1;gz%22	https://softivuspro.com/oddsx/oddsx/rugby.html	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/rugby.html	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:11:36	398/398	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Apr%202025%2005:11:37%20GMT	https://softivuspro.com/oddsx/oddsx/assets/images/icon/rugby.png	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/assets/images/icon/rugby.png	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:11:37	115088/115088	---M-Z	200	added ('OK')	text/html	etag:%221c190-65f51699-3a1e90eb60abc9f6;gz%22	https://softivuspro.com/oddsx/oddsx/eshooter.html	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/eshooter.html	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:11:38	430/430	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Apr%202025%2005:11:39%20GMT	https://softivuspro.com/oddsx/oddsx/assets/images/icon/eshooter.png	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/assets/images/icon/eshooter.png	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:11:39	128510/128510	---M-Z	200	added ('OK')	text/html	etag:%221f5fe-65f5169d-be60cbc19179d7dd;gz%22	https://softivuspro.com/oddsx/oddsx/boxing.html	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/boxing.html	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:11:40	304/304	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Apr%202025%2005:11:41%20GMT	https://softivuspro.com/oddsx/oddsx/assets/images/icon/boxing.png	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/assets/images/icon/boxing.png	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:11:41	119886/119886	---M-Z	200	added ('OK')	text/html	etag:%221d44e-65f5169d-68ed8531b3425660;gz%22	https://softivuspro.com/oddsx/oddsx/mma.html	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/mma.html	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:11:42	456/456	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Apr%202025%2005:11:43%20GMT	https://softivuspro.com/oddsx/oddsx/assets/images/icon/mma.png	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/assets/images/icon/mma.png	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:11:43	165027/165027	---M-Z	200	added ('OK')	text/html	etag:%22284a3-65f5169c-4f259503a7986174;gz%22	https://softivuspro.com/oddsx/oddsx/futsal.html	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/futsal.html	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:11:44	537/537	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Apr%202025%2005:11:45%20GMT	https://softivuspro.com/oddsx/oddsx/assets/images/icon/futsal.png	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/assets/images/icon/futsal.png	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:11:47	139139/139139	---M-Z	200	added ('OK')	text/html	etag:%2221f83-65f5169f-68e32b577ddf932;gz%22	https://softivuspro.com/oddsx/oddsx/bandy.html	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/bandy.html	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:11:47	332/332	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Apr%202025%2005:11:48%20GMT	https://softivuspro.com/oddsx/oddsx/assets/images/icon/bandy.png	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/assets/images/icon/bandy.png	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:11:49	129497/129497	---M-Z	200	added ('OK')	text/html	etag:%221f9d9-65f516a0-ec4459d0bc6b3971;gz%22	https://softivuspro.com/oddsx/oddsx/waterpolo.html	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/waterpolo.html	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:11:49	815/815	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Apr%202025%2005:11:51%20GMT	https://softivuspro.com/oddsx/oddsx/assets/images/icon/waterpolo.png	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/assets/images/icon/waterpolo.png	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:11:51	489/489	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Apr%202025%2005:11:52%20GMT	https://softivuspro.com/oddsx/oddsx/assets/images/icon/floorball.png	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/assets/images/icon/floorball.png	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:11:52	489/489	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Apr%202025%2005:11:53%20GMT	https://softivuspro.com/oddsx/oddsx/assets/images/icon/cycling.png	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/assets/images/icon/cycling.png	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:11:53	118914/118914	---M-Z	200	added ('OK')	text/html	etag:%221d082-65f51699-29debee62bfbfec0;gz%22	https://softivuspro.com/oddsx/oddsx/specials.html	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/specials.html	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:11:54	466/466	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Apr%202025%2005:11:55%20GMT	https://softivuspro.com/oddsx/oddsx/assets/images/icon/specials.png	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/assets/images/icon/specials.png	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:11:55	104805/104805	---M-Z	200	added ('OK')	text/html	etag:%2219965-65f5169c-d6d66780d87860b8;gz%22	https://softivuspro.com/oddsx/oddsx/darts.html	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/darts.html	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:11:56	465/465	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Apr%202025%2005:11:57%20GMT	https://softivuspro.com/oddsx/oddsx/assets/images/icon/darts.png	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/assets/images/icon/darts.png	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:11:57	82257/82257	---M-Z	200	added ('OK')	text/html	etag:%2214151-65f5169f-d2a97856e5cbae92;gz%22	https://softivuspro.com/oddsx/oddsx/squash.html	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/squash.html	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:12:00	440/440	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Apr%202025%2005:12:01%20GMT	https://softivuspro.com/oddsx/oddsx/assets/images/icon/squash.png	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/assets/images/icon/squash.png	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:12:01	107425/107425	---M-Z	200	added ('OK')	text/html	etag:%221a3a1-65f516a0-73bc29aaa11c73f1;gz%22	https://softivuspro.com/oddsx/oddsx/wrestling.html	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/wrestling.html	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:12:02	466/466	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Apr%202025%2005:12:03%20GMT	https://softivuspro.com/oddsx/oddsx/assets/images/icon/wrestling.png	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/assets/images/icon/wrestling.png	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:12:03	1571/1571	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Apr%202025%2005:12:04%20GMT	https://softivuspro.com/oddsx/oddsx/assets/images/icon/chealse.png	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/assets/images/icon/chealse.png	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:12:04	1446/1446	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Apr%202025%2005:12:05%20GMT	https://softivuspro.com/oddsx/oddsx/assets/images/icon/liverpool.png	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/assets/images/icon/liverpool.png	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:12:07	470/470	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Apr%202025%2005:12:08%20GMT	https://softivuspro.com/oddsx/oddsx/assets/images/icon/king.png	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/assets/images/icon/king.png	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:12:08	486/486	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Apr%202025%2005:12:09%20GMT	https://softivuspro.com/oddsx/oddsx/assets/images/icon/tennis.png	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/assets/images/icon/tennis.png	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:12:09	307/307	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Apr%202025%2005:12:11%20GMT	https://softivuspro.com/oddsx/oddsx/assets/images/icon/updwon.png	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/assets/images/icon/updwon.png	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:12:10	400/400	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Apr%202025%2005:12:12%20GMT	https://softivuspro.com/oddsx/oddsx/assets/images/icon/t-shart.png	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/assets/images/icon/t-shart.png	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:12:12	1485/1485	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Apr%202025%2005:12:13%20GMT	https://softivuspro.com/oddsx/oddsx/assets/images/icon/sivasspor.png	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/assets/images/icon/sivasspor.png	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:12:13	1302/1302	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Apr%202025%2005:12:14%20GMT	https://softivuspro.com/oddsx/oddsx/assets/images/icon/trabzonspor.png	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/assets/images/icon/trabzonspor.png	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:12:14	203/203	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Apr%202025%2005:12:15%20GMT	https://softivuspro.com/oddsx/oddsx/assets/images/icon/line-chart.png	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/assets/images/icon/line-chart.png	(from https://softivuspro.com/oddsx/oddsx/index.html)
10:12:15	350/350	---M--	200	added ('OK')	image/png	date:Sat,%2012%20Apr%202025%2005:12:16%20GMT	https://softivuspro.com/oddsx/oddsx/assets/images/icon/star.png	C:/My%20Web%20Sites/betplan/softivuspro.com/oddsx/oddsx/assets/images/icon/star.png	(from https://softivuspro.com/oddsx/oddsx/index.html)
